date,home_team,away_team,home_score,away_score,tournament,country,neutral
27/02/1913,France,England,1,4,Friendly,France,FALSE
03/03/1913,Wales,Scotland,0,0,British Championship,Wales,FALSE
09/03/1913,Belgium,Netherlands,3,3,Friendly,Belgium,FALSE
09/03/1913,Switzerland,France,1,4,Friendly,Switzerland,FALSE
15/03/1913,Ireland,Scotland,1,2,British Championship,Ireland,FALSE
17/03/1913,England,Wales,4,3,British Championship,England,FALSE
21/03/1913,Germany,England,0,3,Friendly,Germany,FALSE
24/03/1913,Netherlands,England,2,1,Friendly,Netherlands,FALSE
05/04/1913,England,Scotland,1,0,British Championship,England,FALSE
20/04/1913,Netherlands,Belgium,2,4,Friendly,Netherlands,FALSE
20/04/1913,France,Luxembourg,8,0,Friendly,France,FALSE
27/04/1913,Argentina,Uruguay,0,0,Friendly,Argentina,FALSE
27/04/1913,Uruguay,Argentina,4,0,Friendly,Uruguay,FALSE
27/04/1913,Austria,Hungary,1,4,Friendly,Austria,FALSE
01/05/1913,Italy,Belgium,1,0,Friendly,Italy,FALSE
04/05/1913,Switzerland,Belgium,1,2,Friendly,Switzerland,FALSE
04/05/1913,Russia,Sweden,1,4,Friendly,Russia,FALSE
18/05/1913,Hungary,Sweden,2,0,Friendly,Hungary,FALSE
18/05/1913,Germany,Switzerland,1,2,Friendly,Germany,FALSE
25/05/1913,Denmark,Sweden,8,0,Friendly,Denmark,FALSE
08/06/1913,Sweden,Norway,9,0,Friendly,Sweden,FALSE
15/06/1913,Argentina,Uruguay,1,1,Friendly tournament,Argentina,FALSE
15/06/1913,Austria,Italy,2,0,Friendly,Austria,FALSE
09/07/1913,Argentina,Uruguay,2,1,Friendly tournament,Argentina,FALSE
13/07/1913,Argentina,Uruguay,3,3,Friendly,Argentina,FALSE
13/07/1913,Uruguay,Argentina,5,4,Friendly,Uruguay,FALSE
15/08/1913,Argentina,Uruguay,4,0,Lipton Cup,Argentina,FALSE
31/08/1913,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Argentina,FALSE
14/09/1913,Russia,Norway,1,1,Friendly,Russia,FALSE
21/09/1913,Chile,Argentina,0,2,Friendly,Chile,FALSE
28/09/1913,Argentina,Uruguay,4,0,Copa Circulo de la Prensa,Argentina,FALSE
05/10/1913,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Uruguay,FALSE
05/10/1913,Sweden,Denmark,0,10,Friendly,Sweden,FALSE
26/10/1913,Uruguay,Argentina,1,0,Newton Cup,Uruguay,FALSE
26/10/1913,Hungary,Austria,4,3,Friendly,Hungary,FALSE
26/10/1913,Germany,Denmark,1,4,Friendly,Germany,FALSE
26/10/1913,Norway,Sweden,1,1,Friendly,Norway,FALSE
02/11/1913,Belgium,Switzerland,2,0,Friendly,Belgium,FALSE
15/11/1913,England,Netherlands,2,1,Friendly,England,FALSE
23/11/1913,Belgium,Germany,6,2,Friendly,Belgium,FALSE
11/01/1914,Italy,Austria,0,0,Friendly,Italy,FALSE
19/01/1914,Wales,Ireland,1,2,British Championship,Wales,FALSE
25/01/1914,France,Belgium,4,3,Friendly,France,FALSE
08/02/1914,Luxembourg,France,5,4,Friendly,Luxembourg,FALSE
14/02/1914,England,Ireland,0,3,British Championship,England,FALSE
24/02/1914,Belgium,England,1,8,Friendly,Belgium,FALSE
28/02/1914,Argentina,Uruguay,1,1,Friendly,Argentina,FALSE
28/02/1914,Scotland,Wales,0,0,British Championship,Scotland,FALSE
08/03/1914,France,Switzerland,2,2,Friendly,France,FALSE
14/03/1914,Ireland,Scotland,1,1,British Championship,Ireland,FALSE
15/03/1914,Belgium,Netherlands,2,4,Friendly,Belgium,FALSE
16/03/1914,Wales,England,0,2,British Championship,Wales,FALSE
29/03/1914,Italy,France,2,0,Friendly,Italy,FALSE
04/04/1914,Scotland,England,3,1,British Championship,Scotland,FALSE
05/04/1914,Italy,Switzerland,1,1,Friendly,Italy,FALSE
05/04/1914,Netherlands,Germany,4,4,Friendly,Netherlands,FALSE
26/04/1914,Netherlands,Belgium,4,2,Friendly,Netherlands,FALSE
03/05/1914,Austria,Hungary,2,0,Friendly,Austria,FALSE
17/05/1914,Switzerland,Italy,0,1,Friendly,Switzerland,FALSE
17/05/1914,Denmark,Netherlands,4,3,Friendly,Denmark,FALSE
24/05/1914,Sweden,Finland,4,3,Friendly,Sweden,FALSE
31/05/1914,Hungary,France,5,1,Friendly,Hungary,FALSE
05/06/1914,Denmark,England,3,0,Friendly,Denmark,FALSE
10/06/1914,Sweden,England,1,5,Friendly,Sweden,FALSE
19/06/1914,Sweden,Hungary,1,5,Friendly,Sweden,FALSE
21/06/1914,Sweden,Hungary,1,1,Friendly,Sweden,FALSE
28/06/1914,Norway,Sweden,0,1,Friendly,Norway,FALSE
05/07/1914,Sweden,Russia,2,2,Friendly,Sweden,FALSE
12/07/1914,Norway,Russia,1,1,Friendly,Norway,FALSE
30/08/1914,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Uruguay,FALSE
13/09/1914,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,FALSE
20/09/1914,Argentina,Brazil,3,0,Friendly,Argentina,FALSE
27/09/1914,Argentina,Brazil,0,1,Roca Cup,Argentina,FALSE
04/10/1914,Hungary,Austria,2,2,Friendly,Hungary,FALSE
25/10/1914,Sweden,Norway,7,0,Friendly,Sweden,FALSE
08/11/1914,Austria,Hungary,1,2,Friendly,Austria,FALSE
15/11/1914,Uruguay,Argentina,3,2,Friendly,Uruguay,FALSE
22/11/1914,Argentina,Uruguay,3,0,Friendly,Argentina,FALSE
31/01/1915,Italy,Switzerland,3,1,Friendly,Italy,FALSE
28/03/1915,Argentina,Uruguay,0,0,Friendly,Argentina,FALSE
02/05/1915,Hungary,Austria,2,5,Friendly,Hungary,FALSE
17/05/1915,China,Philippines,1,0,Far Eastern Games,China,FALSE
18/05/1915,China,Philippines,0,0,Far Eastern Games,China,FALSE
20/05/1915,China,Philippines,1,1,Far Eastern Games,China,FALSE
30/05/1915,Austria,Hungary,1,2,Friendly,Austria,FALSE
06/06/1915,Denmark,Sweden,2,0,Friendly,Denmark,FALSE
27/06/1915,Norway,Sweden,1,1,Friendly,Norway,FALSE
18/07/1915,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Uruguay,FALSE
15/08/1915,Argentina,Uruguay,2,1,Lipton Cup,Argentina,FALSE
17/08/1915,Suriname,British Guiana,0,5,Friendly,Suriname,FALSE
12/09/1915,Uruguay,Argentina,2,0,Newton Cup,Uruguay,FALSE
19/09/1915,Denmark,Norway,8,1,Friendly,Denmark,FALSE
03/10/1915,Austria,Hungary,4,2,Friendly,Austria,FALSE
24/10/1915,Sweden,Norway,5,2,Friendly,Sweden,FALSE
31/10/1915,Sweden,Denmark,0,2,Friendly,Sweden,FALSE
07/11/1915,Hungary,Austria,6,2,Friendly,Hungary,FALSE
12/03/1916,France,Belgium,1,4,Friendly,France,FALSE
07/05/1916,Austria,Hungary,3,1,Friendly,Austria,FALSE
04/06/1916,Hungary,Austria,2,1,Friendly,Hungary,FALSE
04/06/1916,Denmark,Sweden,2,0,Friendly,Denmark,FALSE
25/06/1916,Norway,Denmark,0,2,Friendly,Norway,FALSE
02/07/1916,Uruguay,Chile,4,0,South American Champ,Argentina,TRUE
02/07/1916,Sweden,Norway,6,0,Friendly,Sweden,FALSE
06/07/1916,Argentina,Chile,6,1,South American Champ,Argentina,FALSE
08/07/1916,Brazil,Chile,1,1,South American Champ,Argentina,TRUE
10/07/1916,Argentina,Brazil,1,1,South American Champ,Argentina,FALSE
12/07/1916,Uruguay,Brazil,2,1,South American Champ,Argentina,TRUE
12/07/1916,Argentina,Chile,1,0,Friendly,Argentina,FALSE
14/07/1916,Uruguay,Chile,4,1,Friendly,Uruguay,FALSE
17/07/1916,Argentina,Uruguay,0,0,South American Champ,Argentina,FALSE
18/07/1916,Uruguay,Brazil,0,1,Friendly,Uruguay,FALSE
15/08/1916,Argentina,Uruguay,3,1,Newton Cup,Argentina,FALSE
15/08/1916,Uruguay,Argentina,1,2,Lipton Cup,Uruguay,FALSE
20/08/1916,Sweden,United States,2,3,Friendly,Sweden,FALSE
03/09/1916,Norway,United States,1,1,Friendly,Norway,FALSE
01/10/1916,Argentina,Uruguay,7,2,Copa Circulo de la Prensa,Argentina,FALSE
01/10/1916,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Uruguay,FALSE
01/10/1916,Hungary,Austria,2,3,Friendly,Hungary,FALSE
01/10/1916,Norway,Sweden,0,0,Friendly,Norway,FALSE
08/10/1916,Sweden,Denmark,4,0,Friendly,Sweden,FALSE
15/10/1916,Denmark,Norway,8,0,Friendly,Denmark,FALSE
29/10/1916,Uruguay,Argentina,3,1,Copa Circulo de la Prensa,Uruguay,FALSE
05/11/1916,Austria,Hungary,3,3,Friendly,Austria,FALSE
06/05/1917,Austria,Hungary,1,1,Friendly,Austria,FALSE
09/05/1917,Japan,China,0,5,Far Eastern Games,Japan,FALSE
10/05/1917,Japan,Philippines,2,15,Far Eastern Games,Japan,FALSE
11/05/1917,China,Philippines,3,0,Far Eastern Games,Japan,TRUE
03/06/1917,Hungary,Austria,6,2,Friendly,Hungary,FALSE
03/06/1917,Italy,Belgium,3,4,Friendly,Italy,FALSE
03/06/1917,Denmark,Sweden,1,1,Friendly,Denmark,FALSE
17/06/1917,Norway,Denmark,1,2,Friendly,Norway,FALSE
15/07/1917,Austria,Hungary,1,4,Friendly,Austria,FALSE
18/07/1917,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Uruguay,FALSE
15/08/1917,Argentina,Uruguay,1,0,Lipton Cup,Argentina,FALSE
19/08/1917,Sweden,Norway,3,3,Friendly,Sweden,FALSE
02/09/1917,Uruguay,Argentina,1,0,Newton Cup,Uruguay,FALSE
16/09/1917,Norway,Sweden,0,2,Friendly,Norway,FALSE
30/09/1917,Uruguay,Chile,4,0,South American Champ,Uruguay,FALSE
03/10/1917,Argentina,Brazil,4,2,South American Champ,Uruguay,TRUE
06/10/1917,Argentina,Chile,1,0,South American Champ,Uruguay,TRUE
07/10/1917,Uruguay,Brazil,4,0,South American Champ,Uruguay,FALSE
07/10/1917,Hungary,Austria,2,1,Friendly,Hungary,FALSE
07/10/1917,Denmark,Norway,12,0,Friendly,Denmark,FALSE
12/10/1917,Brazil,Chile,5,0,South American Champ,Uruguay,TRUE
14/10/1917,Uruguay,Argentina,1,0,South American Champ,Uruguay,FALSE
14/10/1917,Sweden,Denmark,1,2,Friendly,Sweden,FALSE
16/10/1917,Uruguay,Brazil,3,1,Friendly,Uruguay,FALSE
21/10/1917,Argentina,Chile,1,1,Friendly,Argentina,FALSE
04/11/1917,Austria,Hungary,1,2,Friendly,Austria,FALSE
23/12/1917,Switzerland,Austria,0,1,Friendly,Switzerland,FALSE
26/12/1917,Switzerland,Austria,3,2,Friendly,Switzerland,FALSE
14/04/1918,Hungary,Austria,2,0,Friendly,Hungary,FALSE
22/04/1918,Belgium,France,5,2,Friendly,Belgium,FALSE
09/05/1918,Austria,Switzerland,5,1,Friendly,Austria,FALSE
12/05/1918,Hungary,Switzerland,2,1,Friendly,Hungary,FALSE
26/05/1918,Sweden,Norway,2,0,Friendly,Sweden,FALSE
02/06/1918,Austria,Hungary,0,2,Friendly,Austria,FALSE
02/06/1918,Denmark,Sweden,3,0,Friendly,Denmark,FALSE
16/06/1918,Norway,Denmark,3,1,Friendly,Norway,FALSE
18/07/1918,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Uruguay,FALSE
28/07/1918,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Uruguay,FALSE
15/08/1918,Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Argentina,FALSE
25/08/1918,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,FALSE
15/09/1918,Norway,Sweden,2,1,Friendly,Norway,FALSE
20/09/1918,Uruguay,Argentina,1,1,Lipton Cup,Uruguay,FALSE
20/09/1918,Italy,Belgium,1,1,Friendly,Italy,FALSE
22/09/1918,Italy,Belgium,1,1,Friendly,Italy,FALSE
29/09/1918,Argentina,Uruguay,2,0,Newton Cup,Argentina,FALSE
06/10/1918,Austria,Hungary,0,3,Friendly,Austria,FALSE
06/10/1918,Denmark,Norway,4,0,Friendly,Denmark,FALSE
20/10/1918,Sweden,Denmark,1,2,Friendly,Sweden,FALSE
09/03/1919,Belgium,France,2,2,Friendly,Belgium,FALSE
22/03/1919,Scotland,Ireland,2,1,Friendly,Scotland,FALSE
06/04/1919,Hungary,Austria,2,1,Friendly,Hungary,FALSE
19/04/1919,Ireland,Scotland,0,0,Friendly,Ireland,FALSE
26/04/1919,England,Scotland,2,2,Friendly,England,FALSE
03/05/1919,Scotland,England,3,4,Friendly,Scotland,FALSE
11/05/1919,Paraguay,Argentina,1,5,Friendly,Paraguay,FALSE
11/05/1919,Brazil,Chile,6,0,South American Champ,Brazil,FALSE
12/05/1919,Philippines,China,0,2,Far Eastern Games,Philippines,FALSE
13/05/1919,Philippines,China,2,1,Far Eastern Games,Philippines,FALSE
13/05/1919,Uruguay,Argentina,3,2,South American Champ,Brazil,TRUE
15/05/1919,Philippines,China,1,2,Far Eastern Games,Philippines,FALSE
17/05/1919,Uruguay,Chile,2,0,South American Champ,Brazil,TRUE
18/05/1919,Brazil,Argentina,3,1,South American Champ,Brazil,FALSE
18/05/1919,Paraguay,Argentina,0,3,Friendly,Paraguay,FALSE
21/05/1919,Paraguay,Argentina,1,2,Friendly,Paraguay,FALSE
22/05/1919,Argentina,Chile,4,1,South American Champ,Brazil,TRUE
24/05/1919,Paraguay,Argentina,1,2,Friendly,Paraguay,FALSE
25/05/1919,Brazil,Uruguay,2,2,South American Champ,Brazil,FALSE
29/05/1919,Brazil,Uruguay,1,0,South American Champ,Brazil,FALSE
29/05/1919,Sweden,Finland,1,0,Friendly,Sweden,FALSE
01/06/1919,Brazil,Argentina,3,3,Friendly tournament,Brazil,FALSE
05/06/1919,Denmark,Sweden,3,0,Friendly,Denmark,FALSE
09/06/1919,Netherlands,Sweden,3,1,Friendly,Netherlands,FALSE
12/06/1919,Denmark,Norway,5,1,Friendly,Denmark,FALSE
29/06/1919,Norway,Sweden,4,3,Friendly,Norway,FALSE
18/07/1919,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Uruguay,FALSE
24/08/1919,Uruguay,Argentina,2,1,Newton Cup,Uruguay,FALSE
24/08/1919,Sweden,Netherlands,4,1,Friendly,Sweden,FALSE
31/08/1919,Norway,Netherlands,1,1,Friendly,Norway,FALSE
07/09/1919,Argentina,Uruguay,1,2,Lipton Cup,Argentina,FALSE
14/09/1919,Sweden,Norway,1,5,Friendly,Sweden,FALSE
21/09/1919,Norway,Denmark,3,2,Friendly,Norway,FALSE
28/09/1919,Finland,Sweden,3,3,Friendly,Finland,FALSE
05/10/1919,Austria,Hungary,2,0,Friendly,Austria,FALSE
11/10/1919,Wales,England,2,1,Friendly,Wales,FALSE
12/10/1919,Sweden,Denmark,3,0,Friendly,Sweden,FALSE
18/10/1919,England,Wales,2,0,Friendly,England,FALSE
19/10/1919,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Argentina,FALSE
25/10/1919,Ireland,England,1,1,British Championship,Ireland,FALSE
09/11/1919,Hungary,Austria,3,2,Friendly,Hungary,FALSE
07/12/1919,Uruguay,Argentina,4,2,Copa Circulo de la Prensa,Uruguay,FALSE
18/01/1920,Italy,France,9,4,Friendly,Italy,FALSE
14/02/1920,Ireland,Wales,2,2,British Championship,Ireland,FALSE
17/02/1920,Belgium,England,3,1,Friendly,Belgium,FALSE
26/02/1920,Wales,Scotland,1,1,British Championship,Wales,FALSE
29/02/1920,Switzerland,France,0,2,Friendly,Switzerland,FALSE
13/03/1920,Scotland,Ireland,3,0,British Championship,Scotland,FALSE
15/03/1920,England,Wales,1,2,British Championship,England,FALSE
28/03/1920,France,Belgium,2,1,Friendly,France,FALSE
28/03/1920,Switzerland,Italy,3,0,Friendly,Switzerland,FALSE
05/04/1920,France,England,0,5,Friendly,France,FALSE
05/04/1920,Netherlands,Denmark,2,0,Friendly,Netherlands,FALSE
10/04/1920,England,Scotland,5,4,British Championship,England,FALSE
02/05/1920,Austria,Hungary,2,2,Friendly,Austria,FALSE
13/05/1920,Italy,Netherlands,1,1,Friendly,Italy,FALSE
16/05/1920,Switzerland,Netherlands,2,1,Friendly,Switzerland,FALSE
30/05/1920,Sweden,Finland,4,0,Friendly,Sweden,FALSE
06/06/1920,Sweden,Switzerland,0,1,Friendly,Sweden,FALSE
13/06/1920,Norway,Denmark,1,1,Friendly,Norway,FALSE
19/06/1920,South Africa,England,1,3,Friendly,South Africa,FALSE
26/06/1920,South Africa,England,1,3,Friendly,South Africa,FALSE
27/06/1920,Switzerland,Germany,4,1,Friendly,Switzerland,FALSE
27/06/1920,Norway,Sweden,0,3,Friendly,Norway,FALSE
17/07/1920,South Africa,England,1,9,Friendly,South Africa,FALSE
18/07/1920,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Uruguay,FALSE
25/07/1920,Argentina,Uruguay,1,3,Newton Cup,Argentina,FALSE
08/08/1920,Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Argentina,FALSE
28/08/1920,Italy,Egypt,2,1,Olympic Games,Belgium,TRUE
28/08/1920,Norway,England,3,1,Olympic Games,Belgium,TRUE
28/08/1920,Netherlands,Luxembourg,3,0,Olympic Games,Belgium,TRUE
28/08/1920,Sweden,Greece,9,0,Olympic Games,Belgium,TRUE
28/08/1920,Spain,Denmark,1,0,Olympic Games,Belgium,TRUE
28/08/1920,Czechoslovakia,Yugoslavia,7,0,Olympic Games,Belgium,TRUE
29/08/1920,Belgium,Spain,3,1,Olympic Games,Belgium,FALSE
29/08/1920,France,Italy,3,1,Olympic Games,Belgium,TRUE
29/08/1920,Netherlands,Sweden,5,4,Olympic Games,Belgium,TRUE
29/08/1920,Czechoslovakia,Norway,4,0,Olympic Games,Belgium,TRUE
31/08/1920,Belgium,Netherlands,3,0,Olympic Games,Belgium,FALSE
31/08/1920,Czechoslovakia,France,4,1,Olympic Games,Belgium,TRUE
31/08/1920,Italy,Norway,2,1,Olympic Games,Belgium,TRUE
01/09/1920,Spain,Sweden,2,1,Olympic Games,Belgium,TRUE
02/09/1920,Belgium,Czechoslovakia,2,0,Olympic Games,Belgium,FALSE
02/09/1920,Spain,Italy,2,0,Olympic Games,Belgium,TRUE
03/09/1920,Egypt,Yugoslavia,4,2,Friendly,Belgium,TRUE
05/09/1920,Spain,Netherlands,3,1,Olympic Games,Belgium,TRUE
11/09/1920,Chile,Brazil,0,1,South American Champ,Chile,FALSE
12/09/1920,Argentina,Uruguay,1,1,South American Champ,Chile,TRUE
18/09/1920,Uruguay,Brazil,6,0,South American Champ,Chile,TRUE
19/09/1920,Finland,Sweden,1,0,Friendly,Finland,FALSE
20/09/1920,Chile,Argentina,1,1,South American Champ,Chile,FALSE
25/09/1920,Argentina,Brazil,2,0,South American Champ,Chile,TRUE
26/09/1920,Chile,Uruguay,1,2,South American Champ,Chile,FALSE
26/09/1920,Austria,Germany,3,2,Friendly,Austria,FALSE
26/09/1920,Sweden,Norway,0,0,Friendly,Sweden,FALSE
06/10/1920,Argentina,Brazil,3,1,Friendly,Argentina,FALSE
10/10/1920,Sweden,Denmark,0,2,Friendly,Sweden,FALSE
17/10/1920,Finland,Estonia,6,0,Friendly,Finland,FALSE
23/10/1920,England,Ireland,2,0,British Championship,England,FALSE
24/10/1920,Germany,Hungary,1,0,Friendly,Germany,FALSE
07/11/1920,Hungary,Austria,1,2,Friendly,Hungary,FALSE
12/02/1921,Scotland,Wales,2,1,British Championship,Scotland,FALSE
20/02/1921,France,Italy,1,2,Friendly,France,FALSE
26/02/1921,Northern Ireland,Scotland,0,2,British Championship,Northern Ireland,FALSE
06/03/1921,Belgium,France,3,1,Friendly,Belgium,FALSE
06/03/1921,Italy,Switzerland,2,1,Friendly,Italy,FALSE
14/03/1921,Wales,England,0,0,British Championship,Wales,FALSE
26/03/1921,Austria,Sweden,2,2,Friendly,Austria,FALSE
28/03/1921,Netherlands,Switzerland,2,0,Friendly,Netherlands,FALSE
07/04/1921,Paraguay,Argentina,3,1,Friendly,Paraguay,FALSE
09/04/1921,Scotland,England,3,0,British Championship,Scotland,FALSE
09/04/1921,Wales,Northern Ireland,2,1,British Championship,Wales,FALSE
14/04/1921,Paraguay,Argentina,2,2,Friendly,Paraguay,FALSE
24/04/1921,Austria,Hungary,4,1,Friendly,Austria,FALSE
01/05/1921,Switzerland,Austria,2,2,Friendly,Switzerland,FALSE
05/05/1921,Germany,Austria,3,3,Friendly,Germany,FALSE
05/05/1921,Belgium,Italy,2,3,Friendly,Belgium,FALSE
08/05/1921,Netherlands,Italy,2,2,Friendly,Netherlands,FALSE
15/05/1921,Belgium,Netherlands,1,1,Friendly,Belgium,FALSE
21/05/1921,Belgium,England,0,2,Friendly,Belgium,FALSE
25/05/1921,Norway,Finland,3,2,Friendly,Norway,FALSE
29/05/1921,Sweden,Finland,0,3,Friendly,Sweden,FALSE
30/05/1921,Philippines,Japan,3,1,Far Eastern Games,China,TRUE
31/05/1921,China,Philippines,1,0,Far Eastern Games,China,FALSE
01/06/1921,China,Japan,4,0,Far Eastern Games,China,FALSE
03/06/1921,China,Japan,3,0,Friendly tournament,China,FALSE
05/06/1921,Hungary,Germany,3,0,Friendly,Hungary,FALSE
12/06/1921,Denmark,Netherlands,1,1,Friendly,Denmark,FALSE
19/06/1921,Norway,Sweden,3,1,Friendly,Norway,FALSE
22/07/1921,Estonia,Sweden,0,0,Friendly,Estonia,FALSE
24/07/1921,Sweden,Austria,1,3,Friendly,Sweden,FALSE
31/07/1921,Finland,Austria,2,3,Friendly,Finland,FALSE
28/08/1921,Suriname,British Guiana,1,2,Friendly,Suriname,FALSE
28/08/1921,Estonia,Finland,0,3,Friendly,Estonia,FALSE
14/09/1921,Costa Rica,El Salvador,7,0,C American Indep Cent Cup,Guatemala,TRUE
14/09/1921,Guatemala,Honduras,9,0,C American Indep Cent Cup,Guatemala,FALSE
18/09/1921,Guatemala,Costa Rica,0,6,C American Indep Cent Cup,Guatemala,FALSE
18/09/1921,Finland,Germany,3,3,Friendly,Finland,FALSE
18/09/1921,Sweden,Norway,0,3,Friendly,Sweden,FALSE
25/09/1921,Chile,Argentina,1,4,Friendly,Chile,FALSE
02/10/1921,Argentina,Brazil,1,0,South American Champ,Argentina,FALSE
02/10/1921,Chile,Argentina,1,1,Friendly,Chile,FALSE
02/10/1921,Denmark,Norway,3,1,Friendly,Denmark,FALSE
07/10/1921,Spain,Belgium,2,0,Friendly,Spain,FALSE
09/10/1921,Paraguay,Uruguay,2,1,South American Champ,Argentina,TRUE
09/10/1921,Sweden,Denmark,0,0,Friendly,Sweden,FALSE
12/10/1921,Brazil,Paraguay,3,0,South American Champ,Argentina,TRUE
16/10/1921,Argentina,Paraguay,3,0,South American Champ,Argentina,FALSE
22/10/1921,Northern Ireland,England,1,1,British Championship,Northern Ireland,FALSE
23/10/1921,Uruguay,Brazil,2,1,South American Champ,Argentina,TRUE
28/10/1921,Czechoslovakia,Yugoslavia,6,1,Friendly,Czechoslovakia,FALSE
30/10/1921,Argentina,Uruguay,1,0,South American Champ,Argentina,FALSE
02/11/1921,Uruguay,Paraguay,4,2,Friendly,Uruguay,FALSE
06/11/1921,Hungary,Sweden,4,2,Friendly,Hungary,FALSE
06/11/1921,Switzerland,Italy,1,1,Friendly,Switzerland,FALSE
13/11/1921,France,Netherlands,0,5,Friendly,France,FALSE
13/11/1921,Czechoslovakia,Sweden,2,2,Friendly,Czechoslovakia,FALSE
18/12/1921,Hungary,Poland,1,0,Friendly,Hungary,FALSE
18/12/1921,Spain,Portugal,3,1,Friendly,Spain,FALSE
15/01/1922,Italy,Austria,3,3,Friendly,Italy,FALSE
15/01/1922,France,Belgium,2,1,Friendly,France,FALSE
21/01/1922,Argentina,Uruguay,3,1,Friendly,Argentina,FALSE
22/01/1922,Argentina,Uruguay,1,3,Friendly,Argentina,FALSE
04/02/1922,Wales,Scotland,2,1,British Championship,Wales,FALSE
26/02/1922,Italy,Czechoslovakia,1,1,Friendly,Italy,FALSE
04/03/1922,Scotland,Northern Ireland,2,1,British Championship,Scotland,FALSE
13/03/1922,England,Wales,1,0,British Championship,England,FALSE
26/03/1922,Belgium,Netherlands,4,0,Friendly,Belgium,FALSE
26/03/1922,Germany,Switzerland,2,2,Friendly,Germany,FALSE
01/04/1922,Northern Ireland,Wales,1,1,British Championship,Northern Ireland,FALSE
08/04/1922,England,Scotland,0,1,British Championship,England,FALSE
15/04/1922,Belgium,Denmark,0,0,Friendly,Belgium,FALSE
17/04/1922,Netherlands,Denmark,2,0,Friendly,Netherlands,FALSE
